reaction,High-yielding,Not high-yielding
COC(=O)c1ccc2c(c1)CCN(C(N)=S)C2.NO.O=C(C(Br)c1ccc2c(c1)OCCO2)C(Br)c1ccc2c(c1)OCCO2>C1COCCO1.CO.Cl.[K+].[OH-]>O=C(NO)c1ccc2c(c1)CCN(c1nc(-c3ccc4c(c3)OCCO4)cs1)C2,0,1
CCOC(=O)CS(=O)Cc1ccc(F)cc1>C1CCOC1.CO.[Na+].[OH-]>O=C(O)CS(=O)Cc1ccc(F)cc1,1,0
NCc1ccccc1.O=C1NC(=O)C2CC12>>O=C1C2CC2C(=O)N1Cc1ccccc1,1,0
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]c(C(=O)OCc5ccccc5)c(c34)C[C@H]2N(C)C1>CO.[Pd]>CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]c(C(=O)O)c(c34)C[C@H]2N(C)C1,1,0
C1CCNC1.O=[N+]([O-])c1cc(C(F)(F)F)ccc1CCl>ClCCl>O=[N+]([O-])c1cc(C(F)(F)F)ccc1CN1CCCC1,1,0
NCC(=O)N1CCN(C(=O)c2ccccc2C(F)(F)F)CC1.O=C(O)c1ccc(-c2ccccc2)nc1>CCN(C(C)C)C(C)C.CCN=C=NCCCN(C)C.CN(C)C=O.Cl.O.O=C(O)C(F)(F)F.On1nnc2ccccc21>O=C(NCC(=O)N1CCN(C(=O)c2ccccc2C(F)(F)F)CC1)c1ccc(-c2ccccc2)nc1,1,0
CC(C)(C)OC(=O)N1CCc2[nH]c3ccccc3c2CC1.CN(C)C(=O)CCl>CN(C)C=O.[H-].[Na+]>CN(C)C(=O)Cn1c2c(c3ccccc31)CCN(C(=O)OC(C)(C)C)CC2,1,0
COc1c(CCc2ccccc2)cc(F)c2c1c(CCO)cn2C.COc1c(F)ccc2c1c(CCNCc1ccccc1)cn2C>>CNCCc1cn(C)c2c(F)cc(CCc3ccccc3)c(OC)c12,0,1
CC(=O)OC(C)=O.COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)C(C)=C[C@@H]12>C=C(C)OC(C)=O.Cc1ccc(S(=O)(=O)O)cc1.O=C([O-])O.[Na+]>COc1ccc2c(c1)CC[C@H]1C3=CC(C)=C(OC(C)=O)[C@@]3(C)CC[C@H]21,1,0
COC(=O)c1cccc(C(=O)O)c1>C1CCOC1>COC(=O)c1cccc(CO)c1,1,0
CCOC(=O)Cc1nn(Cc2ccc(NC(=O)c3cnn(C)c3)cc2)c2ccccc12>C1CCOC1.Cl.O.[Li+].[OH-]>Cn1cc(C(=O)Nc2ccc(Cn3nc(CC(=O)O)c4ccccc43)cc2)cn1,1,0
O=c1[nH]c2c3ccccc3c(=Cc3ncc[nH]3)c2n2ccnc12>CC(=O)O.CN(C)C=O.[Pd]>O=c1[nH]c2c(n3ccnc13)C(Cc1ncc[nH]1)c1ccccc1-2,0,1
CN(C)C=Cc1cc(-n2cncn2)ncc1[N+](=O)[O-]>CCO.O=[Pt].[H][H]>c1ncn(-c2cc3cc[nH]c3cn2)n1,0,1
Cc1nc(-c2ccccn2)ncc1C(=O)O.Nn1ccc2cc(F)cnc21>CN(C)C=O.COc1nc(OC)nc([N+]2(C)CCOCC2)n1.O=C([O-])[O-].[Cl-].[Na+]>Cc1nc(-c2ccccn2)ncc1C(=O)Nn1ccc2cc(F)cnc21,0,1
COC(=O)C(Cc1cccc(Cl)c1)C(=O)Cl>Cl.ClCCCl.[Al+3].[Cl-]>COC(=O)C1Cc2cc(Cl)ccc2C1=O,1,0
C/C=C/C=O.Cc1ccccc1.S>CCN(CC)CC.O=P(O)(O)O>CC1CC=C(C=O)C(C)S1,1,0
COc1ccc(Cn2c(CC(C)(C)CC(=O)O)nc3ccccc32)cc1>Br.CC(=O)O>CC(C)(CC(=O)O)Cc1nc2ccccc2n1Cc1ccc(O)cc1,0,1
COC(=O)c1cccc2nc(-c3ccc(-c4ccncc4)cc3)oc12.N>CO>NC(=O)c1cccc2nc(-c3ccc(-c4ccncc4)cc3)oc12,1,0
CCCCCCCOc1ccc(C(=O)Oc2ccc(CC(NC(=O)c3ccc(OC)cc3)C(=O)OC(C)(C)C)cc2OC)cc1>ClCCl.O=C(O)C(F)(F)F>CCCCCCCOc1ccc(C(=O)Oc2ccc(CC(NC(=O)c3ccc(OC)cc3)C(=O)O)cc2OC)cc1,0,1
Brc1ccc(-c2ccc(I)cc2)cc1.CC1(C)c2ccccc2-c2ccc(Nc3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc3)cc21>Cc1ccccc1.O=C([O-])[O-].[Na+]>CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4ccc(Br)cc4)cc3)c3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc3)cc21,0,1
OC1C2=C(O2)c2ccccc21>ClCl.O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-].c1cc[nH+]cc1>O=C1C=Cc2ccccc21,1,0
COC(=O)C(F)=CC(C)(C)c1ccc(OC(F)(F)F)cc1>CCOCC.[Al+3].[H-].[Li+]>CC(C)(C=C(F)CO)c1ccc(OC(F)(F)F)cc1,1,0
COc1cc(C2(OC)CCOCC2)ccc1O.Cn1c(=O)ccc2cc(CBr)ccc21>>COc1cc(C2(OC)CCOCC2)ccc1OCc1ccc2c(ccc(=O)n2C)c1,0,1
CCc1c(Oc2cc(C)cc(C)c2)[nH]c(=O)[nH]c1=O.O=C1c2ccccc2C(=O)c2cc(CCl)ccc21>>CCc1c(Oc2cc(C)cc(C)c2)n(Cc2ccc3c(c2)C(=O)c2ccccc2C3=O)c(=O)[nH]c1=O,0,1
CS(=O)(=O)Cl.FC(F)(F)c1cc(Cl)cc(C2(C(F)(F)F)CC(c3ccc(C4(F)CNC4)cc3)=NO2)c1>CCN(CC)CC.CN(C)c1ccncc1.ClCCl>CS(=O)(=O)N1CC(F)(c2ccc(C3=NOC(c4cc(Cl)cc(C(F)(F)F)c4)(C(F)(F)F)C3)cc2)C1,1,0
CC(C)(C)OC(=O)N1CCC(C(=O)c2ccc(F)cc2)CC1.O=S(=O)(c1ccccc1)N(F)S(=O)(=O)c1ccccc1>CC(C)(C)O.CC(C)(C)O[K].CN(C)C=O>CC(C)(C)OC(=O)N1CCC(F)(C(=O)c2ccc(F)cc2)CC1,0,1
Cc1nc(Cl)cc(Cl)n1.NN>C1CCOC1.O=C([O-])[O-].[K+]>Cc1nc(Cl)cc(NN)n1,1,0
COc1ccc(CC2CO2)cc1F.Cc1ccc(CC2(O)CCNCC2)cc1>CO>COc1ccc(CC(O)CN2CCC(O)(Cc3ccc(C)cc3)CC2)cc1F,1,0
O=S(=O)(Cl)c1ccccc1.OCC1CNCC1c1ccccc1>CN(C)c1ccncc1.c1ccncc1>O=S(=O)(OCC1CN(S(=O)(=O)c2ccccc2)CC1c1ccccc1)c1ccccc1,0,1
O=C1Cc2cc(Br)ccc2N1.O=Cc1[nH]c(C(=O)NCCCN2CCCC2)c2c1CCCC2>>O=C1Nc2ccc(Br)cc2C1=Cc1[nH]c(C(=O)NCCCN2CCCC2)c2c1CCCC2,0,1
COCCCN.COc1cccc(F)c1[N+](=O)[O-]>CN(C)C=O>COCCCNc1cccc(OC)c1[N+](=O)[O-],1,0
CCCC1CC(=O)N(CO)C1.Cc1cnc2cc(-c3ccccc3)nn2c1>Cc1ccccc1.O=S(Cl)Cl.[Al+3].[Cl-]>CCCC1CC(=O)N(Cc2c(-c3ccccc3)nn3cc(C)cnc23)C1,0,1
O(C[C@H]1CO1)C2=CC=CC=C2>C1CCOC1.[H][H].[Ru]>C1CCC(OC[C@H]2CO2)CC1,0,1
CC1(C)OB(c2cnn(CCCl)c2)OC1(C)C.CNC>C1CCOC1.O.[I-].[K+]>CN(C)CCn1cc(B2OC(C)(C)C(C)(C)O2)cn1,1,0
CC#N.O=Cc1ccc(F)cc1F>C1CCOC1.CC(C)NC(C)C.[Cl-].[Li]CCCC.[NH4+]>N#CCC(O)c1ccc(F)cc1F,1,0
CN(C)CC1(c2ccc(OCCCCl)cc2)CCOCC1.CN1CCNCC1>CN(C)C=O.O=C([O-])O.[I-].[K+].[Na+]>CN(C)CC1(c2ccc(OCCCN3CCN(C)CC3)cc2)CCOCC1,0,1
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1.NC(=O)COc1ccc(S(=O)(=O)Cl)cc1OCC(N)=O>CC#N.CCN(CC)CC>Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2n1S(=O)(=O)c1ccc(OCC(N)=O)c(OCC(N)=O)c1,1,0
Cc1noc(-c2ccncc2)c1C(=O)O.OC1(Cc2ccccc2)CCNCC1>CCN(CC)CC.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F.O>Cc1noc(-c2ccncc2)c1C(=O)N1CCC(O)(Cc2ccccc2)CC1,0,1
COC(=O)c1cc(Br)c(F)cc1F.Oc1ccc(Cl)cc1>CS(C)=O.O.O=C([O-])[O-].[K+]>COC(=O)c1cc(Br)c(Oc2ccc(Cl)cc2)cc1F,1,0
CC(C)=O.OCc1cc(Br)ccc1O>CCOCC.[Al+3].[Cl-].[Na+].[OH-]>CC1(C)OCc2cc(Br)ccc2O1,1,0
CO.O=S(=O)(c1ccccc1)c1ccc(C(Cl)Cc2ccc(F)cc2F)nc1.[OH-]>O.[K+]>COc1nc(CCc2ccc(F)cc2F)ccc1S(=O)(=O)c1ccccc1,1,0
CCCC[Sn](Cl)(CCCC)CCCC.Cc1cn(C)nn1>C1CCOC1.O.[Cl-].[Li]CCCC.[NH4+]>CCCC[Sn](CCCC)(CCCC)c1c(C)nnn1C,1,0
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1O.O=S1(=O)CCN(CCO)CC1>CCCCP(CCCC)CCCC.CCOCC.ClCCl.O=C(N=NC(=O)N1CCCCC1)N1CCCCC1>COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCS(=O)(=O)CC1,0,1
CCOC(=O)C(Br)c1ccccc1.CNc1ccccc1>CC#N>CCOC(=O)C(c1ccccc1)N(C)c1ccccc1,0,1
CC(C)(C)c1ccc(-c2ccc3c(ccn3Cc3ccccc3)c2)cc1.CCO.O=C(Cl)C(=O)Cl>>CCOC(=O)C(=O)c1cn(Cc2ccccc2)c2ccc(-c3ccc(C(C)(C)C)cc3)cc12,1,0
CC(=O)C=Cc1ccccc1Cl.CC(C)OC(=O)CC(=N)N>CC(C)O>CC1=CC(c2ccccc2Cl)C(C(=O)OC(C)C)=C(N)N1,0,1
Cc1cc(C)n2nc(C[P+](c3ccccc3)(c3ccccc3)c3ccccc3)nc2n1.Cn1nc(Br)nc1C=O>C1CCC2=NCCCN2CC1.C1CCOC1.[Cl-]>Cc1cc(C)n2nc(C=Cc3nc(Br)nn3C)nc2n1,0,1
CCN(CC)[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(CN(Cc2ccc(NC(=O)[C@@H]3CCCN3)cc2)c2ccc(F)cc2)cc1)c1ccccc1.COC(=O)N[C@H](C(=O)O)C(C)(C)C>>CCN(CC)[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(CN(Cc2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)(C)C)cc2)c2ccc(F)cc2)cc1)c1ccccc1,0,1
CC1(C)O[C@H]2CN(S(=O)(=O)c3ccc(Oc4ccccc4)cc3)[C@@H](C(=O)NOCc3ccccc3)[C@@H](O)[C@@H]2O1>CO>O=C(NOCc1ccccc1)[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1S(=O)(=O)c1ccc(Oc2ccccc2)cc1,1,0
CCCc1ncc(CBr)c(N)n1.COc1ccccc1N1CCNCC1>Br.CN(C)C=O.O=C([O-])[O-].[K+]>CCCc1ncc(CN2CCN(c3ccccc3OC)CC2)c(N)n1,0,1
COCCO[C@@H]1[C@H](CI)[C@@H](COC(c2ccccc2)(c2ccccc2)c2ccc(OC)cc2)O[C@H]1n1cc(C)c(=O)[nH]c1=O>C1CCOC1.CCN(C(C)C)C(C)C.CCN(CC)CC.CO.C[Si](C)(C)N[Si](C)(C)C.C[Si](C)(C)P(=O)([O-])[Si](C)(C)C.ClCCl.O=[PH2][O-].[NH4+]>COCCO[C@@H]1[C@H](C)[C@@H](COC(c2ccccc2)(c2ccccc2)c2ccc(OC)cc2)O[C@H]1n1cc(C)c(=O)[nH]c1=O,0,1
C=C(C)C(O)C(=O)OCC.CC=CC(=O)OCC.CCOC(=O)Nc1cc(OC2CCCC2)c(Cl)cc1F>Cc1ccccc1.Cl>CC(C)=C1OC(=O)N(c2cc(OC3CCCC3)c(Cl)cc2F)C1=O,0,1
CC(=O)OCC(=O)Nc1ccc(C#N)c(OC(F)(F)F)c1.C[Si](C)(C)N=[N+]=[N-]>C1CCOC1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>CC(=O)OCc1nnnn1-c1ccc(C#N)c(OC(F)(F)F)c1,1,0
CCOC(=O)C1CCCCC1=O.N>CO>CCOC(=O)C1=C(N)CCCC1,1,0
CCOC(=O)C12CC1C=CCCCCN(C)C(=O)C1CC(Oc3cc(-c4cccc(C(C)C)n4)nc4c(C)c(OC)ccc34)CC1C(=O)N2>C1CCOC1.CC(=O)O.CO.O.[Li+].[OH-]>COc1ccc2c(OC3CC4C(=O)NC5(C(=O)O)CC5C=CCCCCN(C)C(=O)C4C3)cc(-c3cccc(C(C)C)n3)nc2c1C,1,0
CS(=O)(=O)Cl.OCC#Cc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1>CCN(CC)CC.ClCCl>CS(=O)(=O)OCC#Cc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,0,1
CCOC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)cn(CCCN)c3=O)nc12>C1CCOC1.CO.Cl.[Li+].[OH-]>NCCCn1cc(F)cc([C@H]2CCCN2c2ccn3ncc(C(=O)O)c3n2)c1=O,1,0
O=C(O)C[C@H](O)C(=O)O.O=C1C[C@H](O)C(=O)O1>CC(C)O.O=C(O)C(F)(F)F.O=C(OC(=O)C(F)(F)F)C(F)(F)F>CC(C)OC(=O)[C@@H](O)CC(=O)O,1,0
COc1ccc(N2CC(C)(CO)C(=O)N2)cc1OC.O=C1OS(=O)(=O)c2ccccc21>C1CCOC1>COc1ccc(N2CC(C)(COC(=O)c3ccccc3S(=O)(=O)O)C(=O)N2)cc1OC,0,1
CCC(=N)NO.O=C(Cl)c1cnc2c(c1)N(S(=O)(=O)c1ccccc1)CCO2>C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.CCN(C(C)C)C(C)C.ClCCl.[F-]>CCc1noc(-c2cnc3c(c2)N(S(=O)(=O)c2ccccc2)CCO3)n1,0,1
CN(CC(O)CN)C1CCCCC1.Cc1[nH]c2c(c1C(=O)O)CCCC2=O>>Cc1[nH]c2c(c1C(=O)NCC(O)CN(C)C1CCCCC1)CCCC2=O,1,0
N[C@@H](CO)C(=O)O.O=C(Cl)OCc1ccccc1.Sc1ccccc1>CCN(CC)CC.COCCOCCOC.Cl.O.O=C([O-])[O-].O=S(=O)(O)O.O=S(Cl)Cl.[K+]>O=C(N[C@@H](CSc1ccccc1)C(=O)O)OCc1ccccc1,0,1
Nc1ccccn1.O=C1C=CC(=O)O1>CC(=O)O>CC1=C(C)C(=O)OC1=O,0,1
CCc1cc2cc(OC)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1>BrB(Br)Br.ClCCl>CCc1cc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1,0,1
COCCn1ncc([N+](=O)[O-])c1Cl>CC(=O)O.O.[Fe]>COCCn1ncc(N)c1Cl,0,1
Cc1ccccc1N=C=Nc1ccc(Cl)c(S(=O)(=O)N(C)C)c1O[Si](C)(C)C(C)(C)C.N#CN.N#CNC(=N)N>CCN(C(C)C)C(C)C.[Cs+].[F-]>Cc1ccccc1NC(=N)N(C#N)c1ccc(Cl)c(S(=O)(=O)N(C)C)c1O,0,1
ClCc1ccccc1.O=Cc1ccccc1O>CN(C)C=O.O=C([O-])[O-].[K+]>O=Cc1ccccc1OCc1ccccc1,1,0
CC1(C)[C@@H](c2ncn(C3CCCCO3)n2)C[C@H]1N.CSc1ncc(C#N)c(Cl)n1>CC(C)O.CCN(C(C)C)C(C)C>CSc1ncc(C#N)c(N[C@@H]2C[C@H](c3ncn(C4CCCCO4)n3)C2(C)C)n1,0,1
COc1ccc(OC)c2c1CC1=C(O2)C(=O)N([C@@H](CC(C)C)C(=O)O)C1.Nc1nccs1.On1nnc2ccccc21>ClCCl.O>COc1ccc(OC)c2c1CC1=C(O2)C(=O)N([C@@H](CC2CCCCC2)C(=O)Nc2nccs2)C1,0,1
Clc1cc(Cl)ncn1.O=CC1CC1>C1CCOC1.CC(C)[N-]C(C)C.[Li+]>OC(c1c(Cl)ncnc1Cl)C1CC1,1,0
Nc1cccc(-c2nnn[nH]2)c1.O=S(=O)(Cl)c1c(Cl)cc(Cl)cc1Cl>>O=S(=O)(Nc1cccc(-c2nnn[nH]2)c1)c1c(Cl)cc(Cl)cc1Cl,0,1
COC(=O)c1cn2ccc(C(N)=O)cc2n1>ClCCl.O=C(OC(=O)C(F)(F)F)C(F)(F)F.c1ccncc1>COC(=O)c1cn2ccc(C#N)cc2n1,0,1
COc1ccc2ncc(Cl)c(C=C(C=O)[C@H]3CC[C@H](NC(=O)OC(C)(C)C)CC3)c2n1.NCc1ccccc1>CC(=O)O.CCO.CCOC(C)=O.[BH3-]C#N.[Na+]>COc1ccc2ncc(Cl)c(C=C(CNCc3ccccc3)[C@H]3CC[C@H](NC(=O)OC(C)(C)C)CC3)c2n1,0,1
CO.O=Cc1cccc(-c2ccccc2)n1>[BH4-].[Na+]>Cc1nc(-c2ccccc2)ccc1O,1,0
CC(C)N1CC(=O)Nc2cc(CO)cnc21.Clc1ccc(N2CCNCC2)cc1>CCC#N.CCN(C(C)C)C(C)C.C[P+](C)(C)CC#N.Cl.[I-]>CC(C)N1CC(=O)Nc2cc(CN3CCN(c4ccc(Cl)cc4)CC3)cnc21,0,1
COC(=O)c1ccc(C(O)C#Cc2cc(-c3cccs3)c(OC)cc2OC)cc1>ClCCl.O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-].c1cc[nH+]cc1>COC(=O)c1ccc(C(=O)C#Cc2cc(-c3cccs3)c(OC)cc2OC)cc1,1,0
CN[C@@H]1CCc2ccc(C(=O)OC)cc21.O=C(Cl)CCC1CCCC1>ClCCl>COC(=O)c1ccc2c(c1)[C@H](N(C)C(=O)CCC1CCCC1)CC2,0,1
C=CCn1c(Cl)nc2[nH]c(=O)[nH]c(=O)c21.CCI>CN(C)C=O.O=C([O-])[O-].[Na+]>C=CCn1c(Cl)nc2c1c(=O)[nH]c(=O)n2CC,1,0
CC(C)(C)OC(=O)n1nc(I)c2ccc(Oc3ccccc3F)cc21.OB(O)c1ccccc1Cl>C1COCCO1.CCO.O.O=C([O-])[O-].[K+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>CC(C)(C)OC(=O)n1nc(-c2ccccc2Cl)c2ccc(Oc3ccccc3F)cc21,0,1
O=C(O)CC(=O)O.O=Cc1cc(Br)ccc1F>C1CCNCC1.c1ccncc1>O=C(O)C=Cc1cc(Br)ccc1F,0,1
CC(C)(C)[Si](C)(C)Oc1cccc(Br)c1.O=Cc1cc(Br)cs1>C1CCOC1.CCCCCC.ClCCl.[Br-].[Li]CCCC.[Mg+2]>CC(C)(C)[Si](C)(C)Oc1cccc(C(O)c2cc(Br)cs2)c1,0,1
CC(C)(C)OC(=O)NCC(=O)O.CN(C)C=O.N/C(=N\O)c1ncn2c1[C@@H]1CCCN1C(=O)c1sccc1-2.O=C(n1ccnc1)n1ccnc1>>CC(C)(C)OC(=O)C1=NC(c2ncn3c2[C@@H]2CCCN2C(=O)c2sccc2-3)N(CN)O1,0,1
NCC1(CC(=O)O)CCCCC1>CC1CO1.CO.Cl>NCC1(CC(=O)O)CCCCC1,0,1
CC(C)(C)OC(=O)N1CCOC(CN)C(c2ccc(Cl)c(Cl)c2)C1.O=S(=O)(Cl)c1ccccc1>C1CCOC1.CCN(CC)CC.O>CC(C)(C)OC(=O)N1CCOC(CNS(=O)(=O)c2ccccc2)C(c2ccc(Cl)c(Cl)c2)C1,0,1
CC(C)(C)[Si](O[C@H]1CCN(c2nc(C(N)=O)cs2)C1)(c1ccccc1)c1ccccc1>C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.[F-]>NC(=O)c1csc(N2CC[C@H](O)C2)n1,1,0
CCCCCCCC[C@H]1CC[C@H](c2ccc(O)c([N+](=O)[O-])c2)CC1>CCO.NN.O>CCCCCCCC[C@H]1CC[C@H](c2ccc(O)c(N)c2)CC1,1,0
Cc1c(Br)ccc([N+](=O)[O-])c1N>CCO.Cl[Sn]Cl.O.[Na+].[OH-]>Cc1c(Br)ccc(N)c1N,1,0
CCOC(=O)CC(=O)C1CCOCC1.O=S(=O)(Cl)Cl>CCOCC>CCOC(=O)C(Cl)C(=O)C1CCOCC1,1,0
CCOC(=O)C(C)O.O=Cc1ccc(O)cc1>CC#N.Cc1ccc(S(=O)(=O)[O-])cc1.O=C([O-])[O-].[K+]>CCOC(=O)C(C)Oc1ccc(O)cc1,1,0
Cc1nnn(-c2ccc(F)cc2)c1COc1cnc(C(=O)O)cn1.NC1CCOCC1>CCN(C(C)C)C(C)C.CN(C)C(On1nnc2ccccc21)=[N+](C)C.CN(C)C=O.F[B-](F)(F)F>Cc1nnn(-c2ccc(F)cc2)c1COc1cnc(C(=O)NC2CCOCC2)cn1,1,0
CC(C)(C)c1ccnc(-c2cnc3c(n2)c(C(=O)N[C@@H](C(=O)N2CCC(C#N)CC2)C2CC2)cn3COCC[Si](C)(C)C)c1>ClCCl.O=C(O)C(F)(F)F>CC(C)(C)c1ccnc(-c2cnc3[nH]cc(C(=O)N[C@@H](C(=O)N4CCC(C#N)CC4)C4CC4)c3n2)c1,0,1
C[C@H]1COc2c(F)c(F)c(N)c3c(=O)c(C#N)cn1c23.N[C@H]1CCC[C@@H](c2cccnc2)C1>CCN(C(C)C)C(C)C.CS(C)=O>C[C@H]1COc2c(N[C@H]3CCC[C@@H](c4cccnc4)C3)c(F)c(N)c3c(=O)c(C#N)cn1c23,0,1
CCN1C(=O)Cc2ccc(O)cc21.O=C(CCl)OC(=O)CCl>CN(C)c1ccncc1.ClCCl>CCN1C(=O)Cc2ccc(OC(=O)CCl)cc21,0,1
C#Cc1ccc(N(C)C(=O)OC(C)(C)C)cc1.FCCOCCOCCn1c(Br)nc2ccccc21>>CN(C(=O)OC(C)(C)C)c1ccc(C#Cc2nc3ccccc3n2CCOCCOCCF)cc1,0,1
CC(=O)OC(C)=O.Cc1ccc(F)cc1N>Cc1ccccc1>CC(=O)Nc1cc(F)ccc1C,1,0
CC(C)(C)OC(=O)N1CCc2oc3ccc(Br)cc3c2C1.O=S([O-])c1cccc(F)c1>CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.Cc1ccccc1.O=C([O-])[O-].[Cs+].[Na+]>CC(C)(C)OC(=O)N1CCc2oc3ccc(S(=O)(=O)c4cccc(F)c4)cc3c2C1,0,1
CCOC(=O)C(=O)Nc1cc(C#N)c(Cl)cc1[N+](=O)[O-]>C1CCOC1.CN(C)C=O.N.[Pd]>N#Cc1cc2[nH]c(=O)c(=O)n(O)c2cc1Cl,0,1
CSc1nc2ccc(CCC=O)cc2s1.O=C1CCC(=O)N1Cl>ClCCl.O=C(O)[C@@H]1CCCN1>CSc1nc2ccc(CC(Cl)C=O)cc2s1,1,0
CC(C)NC(=[Se])NC(C)C.O=C(Cl)CCl>C1CCOC1.c1ccncc1>CC(C)N=C1[Se]CC(=O)N1C(C)C,1,0
CC(C(=O)OCc1ccccc1)c1ccc(-n2cc(Cl)cn2)c(Cl)c1>CC(=O)O.CCOC(C)=O.[H][H].[Pd]>CC(C(=O)O)c1ccc(-n2cc(Cl)cn2)c(Cl)c1,1,0
CNC.COc1cc(CCCCc2ccccc2OCC2CO2)cc(OC)c1>C1CCOC1>COc1cc(CCCCc2ccccc2OCC(O)CN(C)C)cc(OC)c1,0,1
COCc1ccc(C(=O)OC)c2ccccc12>CO.Cl.[Na+].[OH-]>COCc1ccc(C(=O)O)c2ccccc12,1,0
Nc1ncnc2[nH]nc(I)c12.OB(O)c1cccc(F)c1>CCO.CN(C)C=O.Cl.ClCCl.O.O=C([O-])[O-].[Na+]>Nc1ncnc2[nH]nc(-c3cccc(F)c3)c12,0,1
CCOC(=O)C(=O)c1ccc(OCCOC2CCCCCCC2)s1>CO.[K+].[OH-]>O=C(O)C(=O)c1ccc(OCCOC2CCCCCCC2)s1,1,0
Cc1ccc(C=CCC(=O)O)c(C)c1>C.CO.[Pd]>Cc1ccc(CCCC(=O)O)c(C)c1,1,0
COc1cc2ncnc(Oc3ccc(N)c(Cl)c3)c2cc1OC.O=C=Nc1ccc(F)cc1F>CCOCC.ClC(Cl)Cl>COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(Cl)c3)c2cc1OC,0,1
Cl[SiH](Cl)Cl.Fc1ccc(CCl)cc1>CCCC[P+](CCCC)(CCCC)CCCC.[Cl-]>Fc1ccc(C[Si](Cl)(Cl)Cl)cc1,1,0
CC(C)(C)OC(=O)N1CC(O[Si](C)(C)C(C)(C)C)CC1C(=O)O.Nc1ccc(I)cc1F>CCN(CC)CC.CCOC(=O)N1c2ccccc2C=CC1OCC.ClC(Cl)Cl>CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@@H]1C(=O)Nc1ccc(I)cc1F,1,0
COC(=O)c1ccc(OCC2CC2)c(C#N)c1>C1CCOC1.CO.O.[Li+].[OH-]>N#Cc1cc(C(=O)O)ccc1OCC1CC1,1,0
CON=C1C[C@@H](c2nc3ccccc3[nH]2)N(C(=O)OC(C)(C)C)C1>Cl.ClCCl>CON=C1CN[C@H](c2nc3ccccc3[nH]2)C1,1,0
CCOC(=O)c1ccc(F)cc1O.COCCl>CCN(C(C)C)C(C)C.ClCCl.O>CCOC(=O)c1ccc(F)cc1OCOC,0,1
C=CC(=O)OC(C)(C)C.CCOC(=O)CN1CC(=O)Nc2ncc(Br)cc2C1>CC(=O)[O-].CCC#N.CCN(C(C)C)C(C)C.CN(C)C=O.Cc1ccccc1P(c1ccccc1C)c1ccccc1C.[Pd+2]>CCOC(=O)CN1CC(=O)Nc2ncc(/C=C/C(=O)OC(C)(C)C)cc2C1,0,1
CC(=O)O.CCCc1cc(N2CCC(=O)CC2)nc2sc3c(N)ncnc3c12.CN(C)C=O.[BH3-]C#N>Cl.NO.[NH4+].[OH-]>CCCc1cc(N2CCC(NCC(O)c3ccc(C(N)=O)cc3)CC2)nc2sc3c(N)ncnc3c12,0,1
CC(C)Oc1ccc(C(=O)N[C@@H](Cc2ccc(-c3cn4cccc(C(C)O)c4n3)cc2)CN2C(=O)c3ccccc3C2=O)cc1Cl>CCO.NN.O>CC(C)Oc1ccc(C(=O)N[C@H](CN)Cc2ccc(-c3cn4cccc(C(C)O)c4n3)cc2)cc1Cl,1,0
